t # 0 amaral2020rome
v uXmhpe6GAqACBCbD mode
v 8V8iI86GAqACAxty category
v 4R9Bpe6GAqACBCZg type
v 3nEhpe6GAqACBCaJ category
v Ywqhpe6GAqACBCat category
v l1nhpe6GAqACBCbm category
v r0Kxpe6GAqACBDYp rolemixin
v vpuxpe6GAqACBDcd type
v vvSppe6GAqACBDiX category
v .3Dppe6GAqACBDj4 rolemixin
v qRLppe6GAqACBDkM rolemixin
v lJfZpe6GAqACBDnA phasemixin
v tXk5pe6GAqACBDnP phasemixin
v iVelpe6GAqACBDv. kind
v QNbVpe6GAqACBD0N kind
v HGMNpe6GAqACBD5k datatype
v wkMzpe6GAqACBFOq kind
v xgR9Ze6GAqACBFa9 relator
v TlSDZe6GAqACBFd3 relator
v ISBDZe6GAqACBFeW quality
v s1hDZe6GAqACBFeh quality
v ipejZe6GAqACBFiF rolemixin
v vE6zZe6GAqACBFqc subkind
v I3WzZe6GAqACBFqr subkind
v r.WLZe6GAqACBFtz relator
v fFJLZe6GAqACBFua quality
v NOFLZe6GAqACBFut quality
v 7KSbZe6GAqACBFyY rolemixin
v EVq_Ze6GAqACBGIs relator
v DdZ_Ze6GAqACBGKS quality
v zVhA5e6GAqACBGOl mode
v EGKg5e6GAqACBGR6 mode
v vZ6g5e6GAqACBGSN mode
v UO8o5e6GAqACBGh3 rolemixin
v fK7o5e6GAqACBGkE type
v _Zxc5e6GAqACBGl. category
v oMdc5e6GAqACBGmo kind
v njvc5e6GAqACBGnV datatype
v 08x85e6GAqACBGp_ kind
v PnzS5e6GAqACBG3p kind
v qjFK5e6GAqACBHAT rolemixin
v bKHK5e6GAqACBHA_ rolemixin
v Mhcq5e6GAqACBHCf rolemixin
v .oKq5e6GAqACBHC5 rolemixin
v S0Fq5e6GAqACBHEN relator
v j0ga5e6GAqACBHG0 mode
v ZkHa5e6GAqACBHLH subkind
v ehh65e6GAqACBHOM mode
v oV6xpe6GAqACBDa2 generalization
v jszxpe6GAqACBDc. generalization
v cJfxpe6GAqACBDdf generalization
v GQMJpe6GAqACBDd_ generalization
v siRppe6GAqACBDjI generalization
v PneVpe6GAqACBDzi generalization
v OFI1pe6GAqACBD0w generalization
v T5JjZe6GAqACBFid generalization
v X_6bZe6GAqACBFym generalization
v E1vo5e6GAqACBGkd generalization
v d9fo5e6GAqACBGkj generalization
v Ju1c5e6GAqACBGmY generalization
v AB3c5e6GAqACBGnL generalization
v uyQC5e6GAqACBGtI generalization
v pgYZpe6GAqACBDlu generalization
v 8zYZpe6GAqACBDly generalization
v 4265pe6GAqACBDoC generalization
v mcG5pe6GAqACBDoI generalization
v SVJzZe6GAqACBFrU generalization
v VmpzZe6GAqACBFrY generalization
v sgvK5e6GAqACBHBX generalization
v 8FvK5e6GAqACBHBb generalization
v 6Fmq5e6GAqACBHDR generalization
v BaWq5e6GAqACBHDV generalization
v gAjamv6GAqACBxCg generalization
v vzG1Ze6GAqACBFRf association
v 1QV1Ze6GAqACBFTJ association
v MFly5e6GAqACBG7s association
v .RKJpe6GAqACBDeo association
v Y.w1Ze6GAqACBFPJ association
v 9LH1Ze6GAqACBFUV association
v yRiNZe6GAqACBFV_ association
v 7kxQ5e6GAqACBGYM association
v LBQy5e6GAqACBG4i association
v 8Foy5e6GAqACBG42 association
v uVX65e6GAqACBHPm association
v OJNJpe6GAqACBDgl association
v R59Fpe6GAqACBDsZ association
v evblpe6GAqACBDxe association
v Pbo1pe6GAqACBD02 association
v p2i1pe6GAqACBD1l association
v z2n1pe6GAqACBD30 association
v B1yNpe6GAqACBD57 association
v vEl9Ze6GAqACBFbU association
v D7H9Ze6GAqACBFcW association
v gyvDZe6GAqACBFgF association
v DMgjZe6GAqACBFgi association
v EiZjZe6GAqACBFij association
v kwbjZe6GAqACBFj_ association
v YOsTZe6GAqACBFlk association
v tQuTZe6GAqACBFnF association
v E3gzZe6GAqACBFpJ association
v AzkLZe6GAqACBFs0 association
v ppsrZe6GAqACBFwE association
v 2gyrZe6GAqACBFwq association
v b.WbZe6GAqACBFyu association
v lpDbZe6GAqACBF0f association
v 73Q7Ze6GAqACBF10 association
v GQt7Ze6GAqACBF4K association
v 5VO_Ze6GAqACBGJN association
v OSoA5e6GAqACBGL6 association
v pMKA5e6GAqACBGNM association
v HB1A5e6GAqACBGO2 association
v tSQg5e6GAqACBGQd association
v FTAQ5e6GAqACBGVY association
v NywQ5e6GAqACBGV0 association
v IMnQ5e6GAqACBGZv association
v xFkw5e6GAqACBGbA association
v Gdaw5e6GAqACBGcB association
v AwAY5e6GAqACBGkp association
v P4Y85e6GAqACBGno association
v wPq85e6GAqACBGpM association
v Dg4C5e6GAqACBGta association
v CG6C5e6GAqACBGuk association
v dLtC5e6GAqACBGwQ association
v LHbC5e6GAqACBGxB association
v xktq5e6GAqACBHEk association
v 7Zbq5e6GAqACBHFn association
v sNqa5e6GAqACBHIE association
v qiJa5e6GAqACBHJS association
v Hrfa5e6GAqACBHLk association
v dqk65e6GAqACBHMx association
v FDz65e6GAqACBHO4 association
e 8V8iI86GAqACAxty r0Kxpe6GAqACBDYp generalization
e 4R9Bpe6GAqACBCZg vpuxpe6GAqACBDcd generalization
e 8V8iI86GAqACAxty l1nhpe6GAqACBCbm generalization
e l1nhpe6GAqACBCbm Ywqhpe6GAqACBCat generalization
e Ywqhpe6GAqACBCat vvSppe6GAqACBDiX generalization
e l1nhpe6GAqACBCbm iVelpe6GAqACBDv. generalization
e l1nhpe6GAqACBCbm QNbVpe6GAqACBD0N generalization
e 3nEhpe6GAqACBCaJ ipejZe6GAqACBFiF generalization
e 3nEhpe6GAqACBCaJ 7KSbZe6GAqACBFyY generalization
e 4R9Bpe6GAqACBCZg fK7o5e6GAqACBGkE generalization
e 8V8iI86GAqACAxty UO8o5e6GAqACBGh3 generalization
e Ywqhpe6GAqACBCat _Zxc5e6GAqACBGl. generalization
e l1nhpe6GAqACBCbm oMdc5e6GAqACBGmo generalization
e l1nhpe6GAqACBCbm 08x85e6GAqACBGp_ generalization
e r0Kxpe6GAqACBDYp .3Dppe6GAqACBDj4 generalization
e r0Kxpe6GAqACBDYp qRLppe6GAqACBDkM generalization
e .3Dppe6GAqACBDj4 tXk5pe6GAqACBDnP generalization
e .3Dppe6GAqACBDj4 lJfZpe6GAqACBDnA generalization
e TlSDZe6GAqACBFd3 vE6zZe6GAqACBFqc generalization
e TlSDZe6GAqACBFd3 I3WzZe6GAqACBFqr generalization
e UO8o5e6GAqACBGh3 qjFK5e6GAqACBHAT generalization
e UO8o5e6GAqACBGh3 bKHK5e6GAqACBHA_ generalization
e qjFK5e6GAqACBHAT Mhcq5e6GAqACBHCf generalization
e qjFK5e6GAqACBHAT .oKq5e6GAqACBHC5 generalization
e S0Fq5e6GAqACBHEN ZkHa5e6GAqACBHLH generalization
e 3nEhpe6GAqACBCaJ uXmhpe6GAqACBCbD characterization
e wkMzpe6GAqACBFOq uXmhpe6GAqACBCbD externaldependence
e PnzS5e6GAqACBG3p uXmhpe6GAqACBCbD externaldependence
e 4R9Bpe6GAqACBCZg 8V8iI86GAqACAxty instantiation
e 3nEhpe6GAqACBCaJ Ywqhpe6GAqACBCat none
e wkMzpe6GAqACBFOq 3nEhpe6GAqACBCaJ none
e wkMzpe6GAqACBFOq Ywqhpe6GAqACBCat none
e 3nEhpe6GAqACBCaJ EGKg5e6GAqACBGR6 characterization
e PnzS5e6GAqACBG3p Ywqhpe6GAqACBCat none
e PnzS5e6GAqACBG3p 3nEhpe6GAqACBCaJ none
e 3nEhpe6GAqACBCaJ ehh65e6GAqACBHOM characterization
e vpuxpe6GAqACBDcd r0Kxpe6GAqACBDYp instantiation
e vpuxpe6GAqACBDcd vvSppe6GAqACBDiX none
